High_Urban.iso1.Collembola,High_Urban.iso2.Collembola,High_Urban.iso1.Oribatid,High_Urban.iso2.Oribatid,High_Urban.iso1.Mesostigmata,High_Urban.iso2.Mesostigmata,Low_Urban.iso1.Oribatid,Low_Urban.iso2.Oribatid,Low_Urban.iso1.Mesostigmata,Low_Urban.iso2.Mesostigmata,Low_Urban.iso1.Collembola,Low_Urban.iso2.Collembola
-27.198949327837653,2.606322847235655,-27.153596327305923,3.873617553900191,-26.343967321155198,6.36103130930811,-26.567527806054883,3.6427257650543643,-26.404580673953575,5.881037365845743,-26.367148125192948,3.517297529093412
